Responsibility Key,Responsibility,Requirement Key,Requirement,bert_score_precision,soft_similarity,word_movers_distance,deberta_entailment_score,bert_score_precision_cat,soft_similarity_cat,word_movers_distance_cat,deberta_entailment_score_cat
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.3,Experience in management consulting or related work,0.8184191584587097,0.29956358671188354,5.291502622129181,0.40899592638015747,Medium,Medium,Medium,Medium
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.4,"Experience launching technically complex programs, projects, or related work that include big data, analytics, artificial intelligence, and machine learning",0.8270429372787476,0.3494405150413513,6.244997998398398,0.11702392995357513,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.5,Experience with writing communications such as strategy papers or white papers,0.8259681463241577,0.2116350680589676,5.656854249492381,0.4220030605792999,Medium,Medium,Medium,Medium
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.6,Participated in the product management and marketing lifecycles (directly or indirectly),0.8396091461181641,0.2296062707901001,5.477225575051661,0.17425815761089325,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.7,"Experience with presenting to audiences of 5 to 50 people of various levels (developers to executives) and backgrounds (business, technical, operations)",0.8337485790252686,0.12780217826366425,5.916079783099616,0.001091437297873199,Medium,Low,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",2.other.0,"Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $138,200/year in our lowest geographic market up to $239,000/year in our highest geographic market.",0.8253222703933716,0.05217524245381355,7.416198487095663,0.036217160522937775,Medium,Low,Low,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",2.other.1,"Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.",0.8230766654014587,0.13435006141662598,7.615773105863909,0.07966028153896332,Medium,Low,Low,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",0.pie_in_the_sky.0,10+ years of experience in the industry as a ML practitioner or executive,0.8320633172988892,0.19356760382652283,4.58257569495584,0.0008129318594001234,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",0.pie_in_the_sky.1,Ph.D. in Data Science or related field from a top-tier university,0.8372573256492615,0.17221936583518982,4.358898943540674,0.003159166779369116,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.0,Bachelor's degree in relevant field,0.8106077909469604,0.035681337118148804,4.242640687119285,0.003953795414417982,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.1,5+ years of experience in the industry as a ML practitioner or executive,0.8320319652557373,0.21388545632362366,4.47213595499958,0.0010485081002116203,Medium,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.2,Experience participating in the sales lifecycle (directly or indirectly),0.84056556224823,0.23730337619781494,4.47213595499958,0.40501540899276733,Medium,Medium,Medium,Medium
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.3,Experience in management consulting or related work,0.8254574537277222,0.11735476553440094,4.358898943540674,0.17250584065914154,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.4,"Experience launching technically complex programs, projects, or related work that include big data, analytics, artificial intelligence, and machine learning",0.8484274744987488,0.2039872705936432,5.291502622129181,0.1872650682926178,Medium,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.5,Experience with writing communications such as strategy papers or white papers,0.8444605469703674,0.09568145871162415,4.795831523312719,0.16360044479370117,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.6,Participated in the product management and marketing lifecycles (directly or indirectly),0.8503814935684204,0.15738382935523987,4.58257569495584,0.11887326836585999,High,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.7,"Experience with presenting to audiences of 5 to 50 people of various levels (developers to executives) and backgrounds (business, technical, operations)",0.8421139121055603,0.10591116547584534,5.0990195135927845,0.03011935018002987,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.0,"Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $138,200/year in our lowest geographic market up to $239,000/year in our highest geographic market.",0.8367377519607544,0.05081440135836601,6.782329983125268,0.020186254754662514,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.1,"Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.",0.834764838218689,0.16457025706768036,7.0,0.06356529891490936,Medium,Low,Low,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",0.pie_in_the_sky.0,10+ years of experience in the industry as a ML practitioner or executive,0.8264007568359375,0.22727641463279724,4.123105625617661,0.0013887772802263498,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",0.pie_in_the_sky.1,Ph.D. in Data Science or related field from a top-tier university,0.8244621753692627,0.17810754477977753,4.123105625617661,0.01405077613890171,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.0,Bachelor's degree in relevant field,0.8056894540786743,0.13906987011432648,3.7416573867739413,0.0034375288523733616,Medium,Low,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.1,5+ years of experience in the industry as a ML practitioner or executive,0.8262350559234619,0.22970089316368103,4.0,0.001877125003375113,Medium,Medium,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.2,Experience participating in the sales lifecycle (directly or indirectly),0.8322427868843079,0.10343816876411438,4.0,0.28303077816963196,Medium,Low,High,Medium
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.3,Experience in management consulting or related work,0.8177015781402588,0.27470311522483826,3.872983346207417,0.13908687233924866,Medium,Medium,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.4,"Experience launching technically complex programs, projects, or related work that include big data, analytics, artificial intelligence, and machine learning",0.8259364366531372,0.24154436588287354,5.0990195135927845,0.049305811524391174,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.5,Experience with writing communications such as strategy papers or white papers,0.8229942321777344,0.16023296117782593,4.358898943540674,0.02900371141731739,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.6,Participated in the product management and marketing lifecycles (directly or indirectly),0.8455535173416138,0.12762072682380676,4.123105625617661,0.1318977326154709,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.7,"Experience with presenting to audiences of 5 to 50 people of various levels (developers to executives) and backgrounds (business, technical, operations)",0.8330580592155457,0.2142060399055481,4.69041575982343,0.03215501829981804,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.0,"Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $138,200/year in our lowest geographic market up to $239,000/year in our highest geographic market.",0.8375639915466309,0.2181587815284729,6.48074069840786,0.030188141390681267,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.1,"Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.",0.8294296264648438,0.024128127843141556,6.708203932499369,0.04575390741229057,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",0.pie_in_the_sky.0,10+ years of experience in the industry as a ML practitioner or executive,0.8175442218780518,0.17163927853107452,4.58257569495584,0.0008998466073535383,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",0.pie_in_the_sky.1,Ph.D. in Data Science or related field from a top-tier university,0.8250659704208374,0.16889461874961853,4.358898943540674,0.0024754605256021023,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.0,Bachelor's degree in relevant field,0.7964881658554077,-0.013208676129579544,4.242640687119285,0.003170118434354663,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.1,5+ years of experience in the industry as a ML practitioner or executive,0.8174612522125244,0.169794499874115,4.47213595499958,0.0009279559017159045,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.2,Experience participating in the sales lifecycle (directly or indirectly),0.8249344825744629,0.16261470317840576,4.47213595499958,0.1301947385072708,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.3,Experience in management consulting or related work,0.8127431869506836,0.10696502774953842,4.358898943540674,0.038935836404561996,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.4,"Experience launching technically complex programs, projects, or related work that include big data, analytics, artificial intelligence, and machine learning",0.8345525860786438,0.38627439737319946,5.291502622129181,0.0412234291434288,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.5,Experience with writing communications such as strategy papers or white papers,0.8279280662536621,0.02904880791902542,4.795831523312719,0.02694319747388363,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.6,Participated in the product management and marketing lifecycles (directly or indirectly),0.8408239483833313,0.09661418944597244,4.58257569495584,0.08093355596065521,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.7,"Experience with presenting to audiences of 5 to 50 people of various levels (developers to executives) and backgrounds (business, technical, operations)",0.832758903503418,0.03874967619776726,5.0990195135927845,0.008362273685634136,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.0,"Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $138,200/year in our lowest geographic market up to $239,000/year in our highest geographic market.",0.8219670057296753,-0.016462042927742004,6.782329983125268,0.013684346340596676,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.1,"Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.",0.8236194849014282,0.010021980851888657,7.0,0.027510235086083412,Medium,Low,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",0.pie_in_the_sky.0,10+ years of experience in the industry as a ML practitioner or executive,0.8269163370132446,0.23881033062934875,6.708203932499369,0.0016927828546613455,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",0.pie_in_the_sky.1,Ph.D. in Data Science or related field from a top-tier university,0.81934654712677,0.23036368191242218,6.855654600401044,0.007836208678781986,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.0,Bachelor's degree in relevant field,0.7987831234931946,0.16405394673347473,6.6332495807108,0.014541941694915295,Medium,Low,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.1,5+ years of experience in the industry as a ML practitioner or executive,0.8269718289375305,0.22719383239746094,6.6332495807108,0.002181627321988344,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.2,Experience participating in the sales lifecycle (directly or indirectly),0.8281446695327759,0.22604778409004211,6.782329983125268,0.3125517964363098,Medium,Medium,Medium,Medium
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.3,Experience in management consulting or related work,0.8146049380302429,0.2408028393983841,6.708203932499369,0.12119051814079285,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.4,"Experience launching technically complex programs, projects, or related work that include big data, analytics, artificial intelligence, and machine learning",0.8211179971694946,0.3042392432689667,7.483314773547883,0.05794632434844971,Medium,Medium,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.5,Experience with writing communications such as strategy papers or white papers,0.8221015930175781,0.19217549264431,7.0,0.23105044662952423,Medium,Low,Low,Medium
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.6,Participated in the product management and marketing lifecycles (directly or indirectly),0.8391387462615967,0.2782864570617676,6.855654600401044,0.057778727263212204,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.7,"Experience with presenting to audiences of 5 to 50 people of various levels (developers to executives) and backgrounds (business, technical, operations)",0.8268281817436218,0.15055885910987854,7.211102550927978,0.0013538528000935912,Medium,Low,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.0,"Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $138,200/year in our lowest geographic market up to $239,000/year in our highest geographic market.",0.8231346607208252,0.05017415061593056,8.246211251235321,0.016011333093047142,Medium,Low,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.1,"Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.",0.819968044757843,0.10505330562591553,8.660254037844387,0.05267668515443802,Medium,Low,Low,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",0.pie_in_the_sky.0,10+ years of experience in the industry as a ML practitioner or executive,0.795598566532135,0.28788644075393677,5.477225575051661,0.0026601902209222317,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",0.pie_in_the_sky.1,Ph.D. in Data Science or related field from a top-tier university,0.79639732837677,0.31471022963523865,5.291502622129181,0.015583005733788013,Medium,Medium,Medium,Low
