Responsibility Key,Responsibility,Requirement Key,Requirement,bert_score_precision,soft_similarity,word_movers_distance,deberta_entailment_score,bert_score_precision_cat,soft_similarity_cat,word_movers_distance_cat,deberta_entailment_score_cat
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8405587673187256,0.2671908140182495,4.795831523312719,0.0010326814372092485,Medium,Medium,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",2.other.0,Insurance or financial services industry experience a plus (not required),0.7942780256271362,0.24311867356300354,4.795831523312719,0.001140512409619987,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.829429030418396,0.3845427632331848,4.358898943540674,0.1442246288061142,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8271933794021606,0.1448051482439041,5.0,0.010072934441268444,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.8248252868652344,0.13445934653282166,5.196152422706632,0.00024352679611183703,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.1,3-5 years of work experience preferred,0.8230928182601929,0.27155643701553345,4.58257569495584,0.0015620391350239515,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.823405921459198,0.08552026003599167,5.656854249492381,0.05167115852236748,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.8335632681846619,0.3123972713947296,4.898979485566356,0.31257349252700806,Medium,Medium,Medium,Medium
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.8156746625900269,0.06626380234956741,4.898979485566356,0.0033355094492435455,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.8268475532531738,0.09245333075523376,5.5677643628300215,0.004429726395756006,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8298808932304382,0.08105554431676865,5.0990195135927845,0.1694006621837616,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.8070355653762817,0.11119266599416733,4.69041575982343,0.001548621105030179,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.7973676323890686,0.3021799325942993,4.69041575982343,0.0014419474173337221,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8319316506385803,-0.0025067757815122604,4.795831523312719,0.2179338037967682,Medium,Low,Medium,Medium
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.837682843208313,0.28388530015945435,4.898979485566356,0.000870556803420186,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,2.other.0,Insurance or financial services industry experience a plus (not required),0.7973676323890686,0.3021799325942993,4.69041575982343,0.0014419474173337221,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.8332391381263733,0.39729154109954834,5.196152422706632,0.47516727447509766,Medium,Medium,Medium,Medium
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8291605114936829,0.17875494062900543,5.5677643628300215,0.017420655116438866,Medium,Low,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.8264325857162476,0.2222221940755844,5.744562646538029,0.00027364949346520007,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.1,3-5 years of work experience preferred,0.818916380405426,0.2368846833705902,5.196152422706632,0.0018485125619918108,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.831045925617218,0.08801863342523575,6.164414002968976,0.17359329760074615,Medium,Low,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.8385081887245178,0.18485590815544128,5.477225575051661,0.538381040096283,Medium,Low,Medium,Medium
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.8219682574272156,0.0943157747387886,5.477225575051661,0.03485627844929695,Medium,Low,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.8310216665267944,0.06407873332500458,6.082762530298219,0.013954170048236847,Medium,Low,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.834929347038269,0.17552237212657928,5.656854249492381,0.2707301080226898,Medium,Low,Medium,Medium
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.8131564855575562,0.1464378535747528,5.291502622129181,0.008414627984166145,Medium,Low,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.7990362048149109,0.26023274660110474,5.0990195135927845,0.00297476164996624,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8268280625343323,-0.0018731709569692612,5.385164807134504,0.14756400883197784,Medium,Low,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8355961441993713,0.21608301997184753,5.477225575051661,0.0020887251012027264,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",2.other.0,Insurance or financial services industry experience a plus (not required),0.7990362048149109,0.26023274660110474,5.0990195135927845,0.00297476164996624,Medium,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.8395552635192871,0.20192840695381165,4.242640687119285,0.06467033177614212,Medium,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8446093797683716,0.11153650283813477,4.69041575982343,0.04840213805437088,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.8425312042236328,0.09696565568447113,4.898979485566356,0.000271921104285866,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.1,3-5 years of work experience preferred,0.8311762809753418,0.17625364661216736,4.242640687119285,0.0016269823536276817,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.8538768887519836,0.033150579780340195,5.385164807134504,0.15325625240802765,High,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.8603442311286926,0.17652279138565063,4.358898943540674,0.08250216394662857,High,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.8457257747650146,0.12313275039196014,4.58257569495584,0.045076414942741394,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.8508870601654053,0.03371049463748932,5.291502622129181,0.011085198260843754,High,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8536177277565002,0.09144595265388489,4.795831523312719,0.27590256929397583,High,Low,Medium,Medium
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.8366258144378662,0.17479459941387177,4.358898943540674,0.002254133578389883,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.8069350123405457,0.25818270444869995,4.358898943540674,0.0020953447092324495,Medium,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8509036898612976,-0.017806777730584145,4.47213595499958,0.07772864401340485,High,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8504175543785095,0.0912097841501236,4.58257569495584,0.007417496293783188,High,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.0,Insurance or financial services industry experience a plus (not required),0.8069350123405457,0.25818270444869995,4.358898943540674,0.0020953447092324495,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.8317887187004089,0.41427600383758545,3.7416573867739413,0.02589232847094536,Medium,Medium,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8374762535095215,0.22025138139724731,4.242640687119285,0.0017733490094542503,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.8305560350418091,0.06386270374059677,4.47213595499958,0.00029136863304302096,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.1,3-5 years of work experience preferred,0.8289752006530762,0.19018080830574036,3.7416573867739413,0.00505414791405201,Medium,Low,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.83367919921875,0.14004357159137726,5.0,0.060238245874643326,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.8403602838516235,0.2536383271217346,4.123105625617661,0.1101018413901329,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.8254445791244507,0.0854712426662445,4.123105625617661,0.003696570172905922,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.8401908278465271,0.28708818554878235,4.47213595499958,0.005228155758231878,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8380318880081177,0.3499354422092438,4.358898943540674,0.07429035753011703,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.8222811818122864,0.14295589923858643,3.872983346207417,0.0015930446097627282,Medium,Low,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.7983362674713135,0.10876268893480301,4.123105625617661,0.0022422720212489367,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8351008892059326,0.022985082119703293,4.0,0.04026811942458153,Medium,Low,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8485137224197388,0.21360141038894653,3.872983346207417,0.0008310772245749831,Medium,Medium,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.0,Insurance or financial services industry experience a plus (not required),0.7983362674713135,0.10876268893480301,4.123105625617661,0.0022422720212489367,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.8251004815101624,0.08764486014842987,4.242640687119285,0.035179462283849716,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8343707919120789,0.09114211797714233,4.69041575982343,0.0010592670878395438,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.8280853033065796,0.03163585066795349,4.898979485566356,0.0003640164213720709,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.1,3-5 years of work experience preferred,0.8236238956451416,0.12511582672595978,4.242640687119285,0.0008614306570962071,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.8399584889411926,0.06108187139034271,5.385164807134504,0.036906078457832336,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.8557227849960327,0.13017454743385315,4.358898943540674,0.053175151348114014,High,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.8236634135246277,0.09925319254398346,4.58257569495584,0.021734746173024178,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.8306266665458679,0.07268615067005157,5.291502622129181,0.008267221041023731,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8450164794921875,0.2397661805152893,4.795831523312719,0.06327776610851288,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.8253928422927856,0.20262926816940308,4.358898943540674,0.000580763618927449,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.7947102189064026,0.02214973233640194,4.58257569495584,0.0013180829118937254,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8454005122184753,0.014339044690132141,4.47213595499958,0.03383723646402359,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8420671224594116,0.10440988093614578,4.58257569495584,0.0013905988307669759,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.0,Insurance or financial services industry experience a plus (not required),0.7947102189064026,0.02214973233640194,4.58257569495584,0.0013180829118937254,Medium,Low,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.8272629380226135,0.26248830556869507,6.6332495807108,0.08883970975875854,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8239027261734009,0.22126635909080505,6.782329983125268,0.013030960224568844,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.8231351375579834,0.12566161155700684,7.0710678118654755,0.00040883244946599007,Medium,Low,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.1,3-5 years of work experience preferred,0.8152818083763123,0.1424778252840042,6.6332495807108,0.002050222596153617,Medium,Low,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.823074460029602,0.020547989755868912,7.416198487095663,0.05728348717093468,Medium,Low,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.830346941947937,0.2104669064283371,6.855654600401044,0.36839309334754944,Medium,Medium,Medium,Medium
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.815864086151123,0.06494487076997757,6.855654600401044,0.027886919677257538,Medium,Low,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.8272969126701355,0.05840206891298294,7.0710678118654755,0.0037376401014626026,Medium,Low,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8277548551559448,0.12484821677207947,7.0,0.09730914980173111,Medium,Low,Low,Low
