Responsibility Key,Responsibility,Requirement Key,Requirement,bert_score_precision,soft_similarity,word_movers_distance,deberta_entailment_score,bert_score_precision_cat,soft_similarity_cat,word_movers_distance_cat,deberta_entailment_score_cat
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.1,"At least 8 years of experience programming with Python, Go, Scala, or C/C++",0.8345974087715149,0.04034387320280075,4.358898943540674,0.06386657059192657,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.2,At least 5 years of experience designing and building and deploying enterprise AI or ML applications.,0.8428076505661011,0.18840107321739197,4.795831523312719,0.02193181775510311,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.0,Develop abstracted platform services to support applications powered by Generative AI,0.849885106086731,0.013627821579575539,4.795831523312719,0.04392139986157417,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.1,"Develop SDKs and APIs for our user community to power a wide range of applications such as information retrieval, fraud detection, AI Assistants, recommendations on our Gen AI platform.",0.853857696056366,0.10689808428287506,5.916079783099616,0.028996678069233894,High,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.2,"Design and build RAG service platform orchestrations including prompt engineering, guardrails, vector databases, API Grounding",0.8527147769927979,0.10176241397857666,5.291502622129181,0.02732587791979313,High,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.3,Build out a Prompt management service via cross organizational partnerships,0.856489896774292,0.20245349407196045,4.58257569495584,0.08099232614040375,High,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.4,Stay up-to-date with latest advancements in operationalization of machine learning and GenAI Technologies,0.8481431603431702,0.1238965317606926,4.795831523312719,0.03427989408373833,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.5,Design and implement capabilities to support MLOps for foundation models.,0.8496338129043579,0.14813852310180664,4.58257569495584,0.21744777262210846,Medium,Low,Medium,Medium
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.0,"Bachelor's degree in Computer Science, Computer Engineering or a technical field",0.825636625289917,0.10006864368915558,4.47213595499958,0.03912336006760597,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.1,"At least 8 years of experience programming with Python, Go, Scala, or C/C++",0.8298850059509277,0.07529735565185547,3.872983346207417,0.03230908140540123,Medium,Low,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.2,At least 5 years of experience designing and building and deploying enterprise AI or ML applications.,0.8338831067085266,0.22594879567623138,4.358898943540674,0.019138701260089874,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.0,Develop abstracted platform services to support applications powered by Generative AI,0.8408551216125488,0.18063253164291382,4.358898943540674,0.012188978493213654,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.1,"Develop SDKs and APIs for our user community to power a wide range of applications such as information retrieval, fraud detection, AI Assistants, recommendations on our Gen AI platform.",0.8358921408653259,0.16646161675453186,5.5677643628300215,0.02395685575902462,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.2,"Design and build RAG service platform orchestrations including prompt engineering, guardrails, vector databases, API Grounding",0.8296054601669312,0.22999529540538788,4.898979485566356,0.007557517383247614,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.3,Build out a Prompt management service via cross organizational partnerships,0.8404391407966614,0.24377673864364624,4.123105625617661,0.027947254478931427,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.4,Stay up-to-date with latest advancements in operationalization of machine learning and GenAI Technologies,0.8324410915374756,0.19073817133903503,4.358898943540674,0.012921925634145737,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.5,Design and implement capabilities to support MLOps for foundation models.,0.8349487781524658,0.18758586049079895,4.123105625617661,0.12692703306674957,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.0,"Bachelor's degree in Computer Science, Computer Engineering or a technical field",0.8193023204803467,0.11423099040985107,4.898979485566356,0.010443426668643951,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.1,"At least 8 years of experience programming with Python, Go, Scala, or C/C++",0.829893171787262,0.44690027832984924,4.123105625617661,0.0026053553447127342,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.2,At least 5 years of experience designing and building and deploying enterprise AI or ML applications.,0.8409317135810852,0.31988757848739624,4.795831523312719,0.009531785733997822,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.0,Develop abstracted platform services to support applications powered by Generative AI,0.8556070923805237,0.23322676122188568,4.795831523312719,0.012526445090770721,High,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.1,"Develop SDKs and APIs for our user community to power a wide range of applications such as information retrieval, fraud detection, AI Assistants, recommendations on our Gen AI platform.",0.8498774766921997,0.29204070568084717,5.916079783099616,0.0012130251852795482,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.2,"Design and build RAG service platform orchestrations including prompt engineering, guardrails, vector databases, API Grounding",0.8350663185119629,0.20350512862205505,5.291502622129181,0.02430424839258194,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.3,Build out a Prompt management service via cross organizational partnerships,0.832953929901123,0.14344605803489685,4.58257569495584,0.0053728134371340275,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.4,Stay up-to-date with latest advancements in operationalization of machine learning and GenAI Technologies,0.8303995728492737,0.2621564567089081,4.795831523312719,0.022885173559188843,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.5,Design and implement capabilities to support MLOps for foundation models.,0.8423153162002563,0.17196999490261078,4.58257569495584,0.06398434191942215,Medium,Low,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.0,"Bachelor's degree in Computer Science, Computer Engineering or a technical field",0.8204041719436646,0.19202816486358643,6.6332495807108,0.02647233195602894,Medium,Low,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.1,"At least 8 years of experience programming with Python, Go, Scala, or C/C++",0.8213703632354736,0.18887466192245483,6.708203932499369,0.06568428874015808,Medium,Low,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.2,At least 5 years of experience designing and building and deploying enterprise AI or ML applications.,0.8248952031135559,0.2846687138080597,7.0,0.05159794166684151,Medium,Medium,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.0,Develop abstracted platform services to support applications powered by Generative AI,0.8310637474060059,0.2178177535533905,6.4031242374328485,0.02322443202137947,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.1,"Develop SDKs and APIs for our user community to power a wide range of applications such as information retrieval, fraud detection, AI Assistants, recommendations on our Gen AI platform.",0.8283959031105042,0.27933788299560547,7.810249675906654,0.011100245639681816,Medium,Medium,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.2,"Design and build RAG service platform orchestrations including prompt engineering, guardrails, vector databases, API Grounding",0.829542875289917,0.377136766910553,6.928203230275509,0.013984577730298042,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.3,Build out a Prompt management service via cross organizational partnerships,0.8287408947944641,0.2974621653556824,6.855654600401044,0.04035721346735954,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.4,Stay up-to-date with latest advancements in operationalization of machine learning and GenAI Technologies,0.8275275230407715,0.22641471028327942,7.0,0.025100665166974068,Medium,Medium,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.5,Design and implement capabilities to support MLOps for foundation models.,0.8285430669784546,0.22218188643455505,6.855654600401044,0.09810835123062134,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.0,"Bachelor's degree in Computer Science, Computer Engineering or a technical field",0.8023437261581421,0.14540475606918335,5.744562646538029,0.0520998015999794,Medium,Low,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.1,"At least 8 years of experience programming with Python, Go, Scala, or C/C++",0.8123308420181274,0.26570066809654236,5.291502622129181,0.03334178775548935,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.2,At least 5 years of experience designing and building and deploying enterprise AI or ML applications.,0.8041887283325195,0.34352657198905945,5.656854249492381,0.011265468783676624,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.0,Develop abstracted platform services to support applications powered by Generative AI,0.8033033609390259,0.11662530153989792,5.656854249492381,0.06222030147910118,Medium,Low,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.1,"Develop SDKs and APIs for our user community to power a wide range of applications such as information retrieval, fraud detection, AI Assistants, recommendations on our Gen AI platform.",0.816807746887207,0.24225515127182007,6.6332495807108,0.01758847013115883,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.2,"Design and build RAG service platform orchestrations including prompt engineering, guardrails, vector databases, API Grounding",0.8152026534080505,0.19066272675991058,6.082762530298219,0.04093465581536293,Medium,Low,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.3,Build out a Prompt management service via cross organizational partnerships,0.7991223931312561,0.349997878074646,5.477225575051661,0.5897017121315002,Medium,Medium,Medium,Medium
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.4,Stay up-to-date with latest advancements in operationalization of machine learning and GenAI Technologies,0.8054991364479065,0.1783585101366043,5.656854249492381,0.010974525474011898,Medium,Low,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.5,Design and implement capabilities to support MLOps for foundation models.,0.8013702034950256,0.183710515499115,5.477225575051661,0.21844801306724548,Medium,Low,Medium,Medium
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.0,"Bachelor's degree in Computer Science, Computer Engineering or a technical field",0.8180184364318848,0.16848480701446533,4.795831523312719,0.06634920090436935,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.1,"At least 8 years of experience programming with Python, Go, Scala, or C/C++",0.8251721858978271,0.17639896273612976,4.242640687119285,0.04912145435810089,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.2,At least 5 years of experience designing and building and deploying enterprise AI or ML applications.,0.8210331797599792,0.19658289849758148,4.69041575982343,0.03880190849304199,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.0,Develop abstracted platform services to support applications powered by Generative AI,0.8268145322799683,0.003421671688556671,4.69041575982343,0.0337885320186615,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.1,"Develop SDKs and APIs for our user community to power a wide range of applications such as information retrieval, fraud detection, AI Assistants, recommendations on our Gen AI platform.",0.8407737016677856,-0.017448408529162407,5.830951894845301,0.05070114508271217,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.2,"Design and build RAG service platform orchestrations including prompt engineering, guardrails, vector databases, API Grounding",0.8398516178131104,0.07712815701961517,5.0,0.015594137832522392,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.3,Build out a Prompt management service via cross organizational partnerships,0.8311328291893005,0.3652622699737549,4.0,0.23994503915309906,Medium,Medium,High,Medium
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.4,Stay up-to-date with latest advancements in operationalization of machine learning and GenAI Technologies,0.821599006652832,0.02471006289124489,4.69041575982343,0.035997748374938965,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.5,Design and implement capabilities to support MLOps for foundation models.,0.8214434385299683,0.1886758804321289,4.47213595499958,0.1387588083744049,Medium,Low,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.0,"Bachelor's degree in Computer Science, Computer Engineering or a technical field",0.8152838945388794,0.057084351778030396,4.242640687119285,0.09084487706422806,Medium,Low,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.1,"At least 8 years of experience programming with Python, Go, Scala, or C/C++",0.8282134532928467,0.16717424988746643,3.605551275463989,0.07950906455516815,Medium,Low,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.2,At least 5 years of experience designing and building and deploying enterprise AI or ML applications.,0.8266788721084595,0.27918946743011475,4.123105625617661,0.017862558364868164,Medium,Medium,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.0,Develop abstracted platform services to support applications powered by Generative AI,0.8215861320495605,0.0769447311758995,4.123105625617661,0.014284366741776466,Medium,Low,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.1,"Develop SDKs and APIs for our user community to power a wide range of applications such as information retrieval, fraud detection, AI Assistants, recommendations on our Gen AI platform.",0.8318848609924316,0.11965538561344147,5.385164807134504,0.00491819204762578,Medium,Low,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.2,"Design and build RAG service platform orchestrations including prompt engineering, guardrails, vector databases, API Grounding",0.8312711715698242,0.051660437136888504,4.69041575982343,0.011973034590482712,Medium,Low,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.3,Build out a Prompt management service via cross organizational partnerships,0.824799656867981,0.2663966119289398,3.872983346207417,0.03671163693070412,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.4,Stay up-to-date with latest advancements in operationalization of machine learning and GenAI Technologies,0.8255757093429565,0.10061664879322052,4.123105625617661,0.012716265395283699,Medium,Low,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.5,Design and implement capabilities to support MLOps for foundation models.,0.8256232738494873,0.1298423856496811,3.872983346207417,0.10887384414672852,Medium,Low,High,Low
