Responsibility Key,Responsibility,Requirement Key,Requirement,bert_score_precision,soft_similarity,word_movers_distance,deberta_entailment_score,bert_score_precision_cat,soft_similarity_cat,word_movers_distance_cat,deberta_entailment_score_cat
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",0.pie_in_the_sky.0,10+ years of experience in a specific emerging technology,0.8349026441574097,0.4311021566390991,5.0,0.0037264523562043905,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",0.pie_in_the_sky.1,Ph.D. in Data Science from a top-tier university,0.8303864598274231,0.25740882754325867,5.291502622129181,0.003273448208346963,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.0,6+ years of professional non-internship marketing experience,0.8203544616699219,0.2458997368812561,5.385164807134504,0.006846423726528883,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.1,"5+ years of experience using quantitative and qualitative research data to make political, business, or communications decisions",0.8404129147529602,0.21348263323307037,5.5677643628300215,0.03321586176753044,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.2,Experience using data and metrics to drive improvements,0.8398780822753906,0.2589583396911621,5.291502622129181,0.33297333121299744,Medium,Medium,Medium,Medium
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.3,"Experience with Excel or Tableau (data manipulation, macros, charts and pivot tables)",0.8274476528167725,0.07197294384241104,5.656854249492381,0.08896401524543762,Medium,Low,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.4,"Experience building, executing and scaling cross-functional marketing programs",0.8394489288330078,0.3428422212600708,5.5677643628300215,0.10811443626880646,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",1.down_to_earth.5,Experience developing and executing campaigns across a multitude of timezones and languages,0.8359569311141968,0.1611274778842926,5.477225575051661,0.10694735497236252,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",0.pie_in_the_sky.0,10+ years of experience in a specific emerging technology,0.8379390239715576,0.20225822925567627,4.47213595499958,0.015113772824406624,Medium,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",0.pie_in_the_sky.1,Ph.D. in Data Science from a top-tier university,0.8435697555541992,0.21298184990882874,4.123105625617661,0.0004012036370113492,Medium,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.0,6+ years of professional non-internship marketing experience,0.8303889036178589,0.1330808699131012,4.47213595499958,0.008291266858577728,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.1,"5+ years of experience using quantitative and qualitative research data to make political, business, or communications decisions",0.8522067070007324,0.3459130525588989,4.69041575982343,0.0016008680686354637,High,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.2,Experience using data and metrics to drive improvements,0.8646553754806519,0.44085878133773804,4.123105625617661,0.4950612485408783,High,Medium,Medium,Medium
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.3,"Experience with Excel or Tableau (data manipulation, macros, charts and pivot tables)",0.8545405864715576,0.28845325112342834,4.58257569495584,0.05886475741863251,High,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.4,"Experience building, executing and scaling cross-functional marketing programs",0.8587363958358765,0.2669946849346161,4.69041575982343,0.09794926643371582,High,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",1.down_to_earth.5,Experience developing and executing campaigns across a multitude of timezones and languages,0.8630971908569336,0.11157648265361786,4.58257569495584,0.06621622294187546,High,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",0.pie_in_the_sky.0,10+ years of experience in a specific emerging technology,0.831544816493988,0.1989157795906067,4.0,0.026892878115177155,Medium,Low,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",0.pie_in_the_sky.1,Ph.D. in Data Science from a top-tier university,0.8347674608230591,0.16514693200588226,3.872983346207417,0.0006090396782383323,Medium,Low,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.0,6+ years of professional non-internship marketing experience,0.8253673315048218,0.10500150918960571,4.0,0.005315051879733801,Medium,Low,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.1,"5+ years of experience using quantitative and qualitative research data to make political, business, or communications decisions",0.8355185389518738,0.1290513426065445,4.47213595499958,0.02834692783653736,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.2,Experience using data and metrics to drive improvements,0.8463543653488159,0.19938263297080994,3.872983346207417,0.045269012451171875,Medium,Low,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.3,"Experience with Excel or Tableau (data manipulation, macros, charts and pivot tables)",0.8278512954711914,0.18016467988491058,4.358898943540674,0.03666272386908531,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.4,"Experience building, executing and scaling cross-functional marketing programs",0.838062047958374,0.2396642565727234,4.242640687119285,0.020869093015789986,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",1.down_to_earth.5,Experience developing and executing campaigns across a multitude of timezones and languages,0.846611738204956,0.21250590682029724,4.123105625617661,0.013128445483744144,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",0.pie_in_the_sky.0,10+ years of experience in a specific emerging technology,0.8243201375007629,0.1768713891506195,4.47213595499958,0.025267530232667923,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",0.pie_in_the_sky.1,Ph.D. in Data Science from a top-tier university,0.8328173756599426,0.19503220915794373,4.123105625617661,0.0005933710490353405,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.0,6+ years of professional non-internship marketing experience,0.8191362619400024,0.07602489739656448,4.47213595499958,0.004366058856248856,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.1,"5+ years of experience using quantitative and qualitative research data to make political, business, or communications decisions",0.8452873229980469,0.20064076781272888,4.69041575982343,0.0035194966476410627,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.2,Experience using data and metrics to drive improvements,0.8531625866889954,0.38603830337524414,4.123105625617661,0.10416144877672195,High,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.3,"Experience with Excel or Tableau (data manipulation, macros, charts and pivot tables)",0.8429418206214905,0.37514662742614746,4.58257569495584,0.0020784903317689896,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.4,"Experience building, executing and scaling cross-functional marketing programs",0.8392855525016785,0.24391840398311615,4.69041575982343,0.040148839354515076,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",1.down_to_earth.5,Experience developing and executing campaigns across a multitude of timezones and languages,0.8449602127075195,0.1993122696876526,4.58257569495584,0.025638723745942116,Medium,Low,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",0.pie_in_the_sky.0,10+ years of experience in a specific emerging technology,0.823125958442688,0.3351652920246124,6.782329983125268,0.09116996079683304,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",0.pie_in_the_sky.1,Ph.D. in Data Science from a top-tier university,0.8239480257034302,0.21287120878696442,6.708203932499369,0.001001076539978385,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.0,6+ years of professional non-internship marketing experience,0.8160697817802429,0.21469004452228546,6.782329983125268,0.011393748223781586,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.1,"5+ years of experience using quantitative and qualitative research data to make political, business, or communications decisions",0.8299587965011597,0.1743578165769577,6.928203230275509,0.017313744872808456,Medium,Low,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.2,Experience using data and metrics to drive improvements,0.8293816447257996,0.3104805052280426,6.708203932499369,0.31725406646728516,Medium,Medium,Medium,Medium
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.3,"Experience with Excel or Tableau (data manipulation, macros, charts and pivot tables)",0.8226151466369629,0.09385012090206146,7.0,0.03573564440011978,Medium,Low,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.4,"Experience building, executing and scaling cross-functional marketing programs",0.8294762372970581,0.25729772448539734,6.928203230275509,0.03347327187657356,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.5,Experience developing and executing campaigns across a multitude of timezones and languages,0.8307794332504272,0.21059271693229675,6.855654600401044,0.019478701055049896,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",0.pie_in_the_sky.0,10+ years of experience in a specific emerging technology,0.7934069633483887,0.3300616145133972,5.385164807134504,0.008875004947185516,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",0.pie_in_the_sky.1,Ph.D. in Data Science from a top-tier university,0.8002376556396484,0.34502720832824707,5.0990195135927845,0.002155410824343562,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.0,6+ years of professional non-internship marketing experience,0.782890796661377,0.21076716482639313,5.385164807134504,0.01701713167130947,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.1,"5+ years of experience using quantitative and qualitative research data to make political, business, or communications decisions",0.80885249376297,0.3539533019065857,5.5677643628300215,0.005972657352685928,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.2,Experience using data and metrics to drive improvements,0.8090685606002808,0.38944900035858154,5.0990195135927845,0.3862314820289612,Medium,Medium,Medium,Medium
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.3,"Experience with Excel or Tableau (data manipulation, macros, charts and pivot tables)",0.8172081708908081,0.3984491229057312,5.477225575051661,0.013281137682497501,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.4,"Experience building, executing and scaling cross-functional marketing programs",0.8072535991668701,0.31371909379959106,5.5677643628300215,0.133245587348938,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.5,Experience developing and executing campaigns across a multitude of timezones and languages,0.8194101452827454,0.32032331824302673,5.477225575051661,0.47997263073921204,Medium,Medium,Medium,Medium
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",0.pie_in_the_sky.0,10+ years of experience in a specific emerging technology,0.8138157725334167,0.1543940007686615,4.358898943540674,0.06071272864937782,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",0.pie_in_the_sky.1,Ph.D. in Data Science from a top-tier university,0.8148137331008911,0.19129496812820435,4.242640687119285,0.008476514369249344,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.0,6+ years of professional non-internship marketing experience,0.8139411211013794,0.31455400586128235,4.358898943540674,0.0033689301926642656,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.1,"5+ years of experience using quantitative and qualitative research data to make political, business, or communications decisions",0.8314753174781799,0.2019719034433365,4.358898943540674,0.009237329475581646,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.2,Experience using data and metrics to drive improvements,0.8390809893608093,0.16559618711471558,4.242640687119285,0.09601464867591858,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.3,"Experience with Excel or Tableau (data manipulation, macros, charts and pivot tables)",0.8378101587295532,0.13298399746418,4.69041575982343,0.02971809357404709,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.4,"Experience building, executing and scaling cross-functional marketing programs",0.838991641998291,0.3621307611465454,4.358898943540674,0.0806732177734375,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.5,Experience developing and executing campaigns across a multitude of timezones and languages,0.8388356566429138,0.13574594259262085,4.47213595499958,0.01235597487539053,Medium,Low,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",0.pie_in_the_sky.0,10+ years of experience in a specific emerging technology,0.815685510635376,0.3941475450992584,3.7416573867739413,0.060529764741659164,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",0.pie_in_the_sky.1,Ph.D. in Data Science from a top-tier university,0.8277500867843628,0.19638147950172424,3.605551275463989,0.0025515772867947817,Medium,Low,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.0,6+ years of professional non-internship marketing experience,0.8124364018440247,0.21126186847686768,3.7416573867739413,0.02804434299468994,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.1,"5+ years of experience using quantitative and qualitative research data to make political, business, or communications decisions",0.8348585367202759,0.2998622953891754,4.0,0.004223519936203957,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.2,Experience using data and metrics to drive improvements,0.8271647095680237,0.19418129324913025,3.605551275463989,0.07331213355064392,Medium,Low,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.3,"Experience with Excel or Tableau (data manipulation, macros, charts and pivot tables)",0.8342663049697876,0.1426182985305786,4.123105625617661,0.04133474826812744,Medium,Low,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.4,"Experience building, executing and scaling cross-functional marketing programs",0.8320141434669495,0.14586973190307617,4.0,0.07755472511053085,Medium,Low,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.5,Experience developing and executing campaigns across a multitude of timezones and languages,0.8462134003639221,0.23894891142845154,3.872983346207417,0.22219790518283844,Medium,Medium,High,Medium
1.responsibilities.2,Led an external software development team to build and implement new tools.,0.pie_in_the_sky.0,10+ years of experience in a specific emerging technology,0.8609045743942261,0.3597496449947357,3.872983346207417,0.0032229130156338215,High,Medium,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,0.pie_in_the_sky.1,Ph.D. in Data Science from a top-tier university,0.8520572185516357,0.1723175197839737,3.7416573867739413,0.0014306873781606555,High,Low,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.0,6+ years of professional non-internship marketing experience,0.8443081378936768,0.09873066842556,3.872983346207417,0.012965335510671139,Medium,Low,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.1,"5+ years of experience using quantitative and qualitative research data to make political, business, or communications decisions",0.8601957559585571,0.13580907881259918,4.358898943540674,0.06869946420192719,High,Low,Medium,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.2,Experience using data and metrics to drive improvements,0.8702212572097778,0.34191250801086426,3.7416573867739413,0.05255126953125,High,Medium,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.3,"Experience with Excel or Tableau (data manipulation, macros, charts and pivot tables)",0.8518738746643066,0.23443180322647095,4.242640687119285,0.07808869332075119,High,Medium,Medium,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.4,"Experience building, executing and scaling cross-functional marketing programs",0.8741585612297058,0.32888633012771606,4.123105625617661,0.024997174739837646,High,Medium,Medium,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.5,Experience developing and executing campaigns across a multitude of timezones and languages,0.878969669342041,0.26166069507598877,4.0,0.06771998107433319,High,Medium,High,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",0.pie_in_the_sky.0,10+ years of experience in a specific emerging technology,0.8145581483840942,0.4048507809638977,4.0,0.011323826387524605,Medium,Medium,High,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",0.pie_in_the_sky.1,Ph.D. in Data Science from a top-tier university,0.8180878162384033,0.16215826570987701,4.358898943540674,0.0005304173100739717,Medium,Low,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.0,6+ years of professional non-internship marketing experience,0.8027629256248474,0.19848981499671936,4.242640687119285,0.004502743482589722,Medium,Low,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.1,"5+ years of experience using quantitative and qualitative research data to make political, business, or communications decisions",0.8199101686477661,0.3217783272266388,4.69041575982343,0.030504146590828896,Medium,Medium,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.2,Experience using data and metrics to drive improvements,0.829297661781311,0.36341777443885803,4.123105625617661,0.15544098615646362,Medium,Medium,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.3,"Experience with Excel or Tableau (data manipulation, macros, charts and pivot tables)",0.8376139998435974,0.3217729926109314,4.58257569495584,0.03604321554303169,Medium,Medium,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.4,"Experience building, executing and scaling cross-functional marketing programs",0.816288948059082,0.3517675995826721,4.47213595499958,0.009617731906473637,Medium,Medium,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.5,Experience developing and executing campaigns across a multitude of timezones and languages,0.814016580581665,0.3038356304168701,4.358898943540674,0.01169950608164072,Medium,Medium,Medium,Low
