Responsibility Key,Responsibility,Requirement Key,Requirement,bert_score_precision,soft_similarity,word_movers_distance,deberta_entailment_score,bert_score_precision_cat,soft_similarity_cat,word_movers_distance_cat,deberta_entailment_score_cat
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.8474512696266174,0.24946273863315582,5.0990195135927845,0.04960741102695465,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,2.other.1,"Work with customers, partners, and operational stakeholders to prioritize roadmap features.",0.8390446901321411,0.30543750524520874,5.0,0.05150207504630089,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,2.other.2,Collaborate with GenAI scientists to improve the performance of our models.,0.8314725160598755,0.153090238571167,4.795831523312719,0.1551027148962021,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,2.other.3,Work with customers to learn about problems they are trying to solve.,0.8318608999252319,0.26271823048591614,4.795831523312719,0.16092467308044434,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,2.other.4,Analyze service and business metrics.,0.8344755172729492,0.40672096610069275,4.358898943540674,0.17078891396522522,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,2.other.5,"Write PRFAQs, Business Requirement Documents, and iterate on product decisions with Science and Technical teams.",0.8345723152160645,0.16136515140533447,5.291502622129181,0.021378975361585617,Medium,Low,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",0.pie_in_the_sky.0,"10+ years of product or program management, product marketing, business development or technology experience",0.8329756259918213,0.304970920085907,5.830951894845301,0.024454336613416672,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",0.pie_in_the_sky.1,6+ years of team management experience,0.8264829516410828,0.2918098568916321,5.196152422706632,0.007328686770051718,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.8529937267303467,0.38112640380859375,5.656854249492381,0.04467330873012543,High,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",2.other.1,"Work with customers, partners, and operational stakeholders to prioritize roadmap features.",0.8440170288085938,0.36516475677490234,5.385164807134504,0.06470344215631485,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",2.other.2,Collaborate with GenAI scientists to improve the performance of our models.,0.8283461928367615,0.19788965582847595,5.385164807134504,0.0846894234418869,Medium,Low,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",2.other.3,Work with customers to learn about problems they are trying to solve.,0.8316259384155273,0.23530903458595276,5.385164807134504,0.06662612408399582,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",2.other.4,Analyze service and business metrics.,0.8378393650054932,0.4057261347770691,5.196152422706632,0.5283181667327881,Medium,Medium,Medium,Medium
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",2.other.5,"Write PRFAQs, Business Requirement Documents, and iterate on product decisions with Science and Technical teams.",0.8446075320243835,0.3136643171310425,5.656854249492381,0.0026568775065243244,Medium,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",0.pie_in_the_sky.0,"10+ years of product or program management, product marketing, business development or technology experience",0.838944673538208,0.17210149765014648,5.196152422706632,0.008866537362337112,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",0.pie_in_the_sky.1,6+ years of team management experience,0.8402513861656189,0.1193971261382103,4.242640687119285,0.0006725484854541719,Medium,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.8641385436058044,0.2238275110721588,4.795831523312719,0.037063635885715485,High,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.1,"Work with customers, partners, and operational stakeholders to prioritize roadmap features.",0.8607958555221558,0.36750346422195435,4.69041575982343,0.0976167693734169,High,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.2,Collaborate with GenAI scientists to improve the performance of our models.,0.8516251444816589,0.1073770597577095,4.47213595499958,0.01193336769938469,High,Low,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.3,Work with customers to learn about problems they are trying to solve.,0.8442467451095581,0.24966123700141907,4.47213595499958,0.08605999499559402,Medium,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.4,Analyze service and business metrics.,0.8523523807525635,0.39270687103271484,4.242640687119285,0.18256719410419464,High,Medium,Medium,Low
0.responsibilities.3,"Enhanced data quality and consistency by integrating thorough financial analysis, standardizing methodologies, and conducting in-depth vendor engagements.",2.other.5,"Write PRFAQs, Business Requirement Documents, and iterate on product decisions with Science and Technical teams.",0.8630787134170532,0.26627272367477417,5.0,0.006033631972968578,High,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",0.pie_in_the_sky.0,"10+ years of product or program management, product marketing, business development or technology experience",0.8275986909866333,0.1679777204990387,4.795831523312719,0.008870680816471577,Medium,Low,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",0.pie_in_the_sky.1,6+ years of team management experience,0.841721773147583,0.3475281596183777,3.4641016151377544,0.0006719061639159918,Medium,Medium,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.8481106162071228,0.3225899040699005,4.123105625617661,0.011902201920747757,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.1,"Work with customers, partners, and operational stakeholders to prioritize roadmap features.",0.8480355739593506,0.31092602014541626,4.242640687119285,0.05213427171111107,Medium,Medium,Medium,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.2,Collaborate with GenAI scientists to improve the performance of our models.,0.8433524966239929,0.15252770483493805,4.0,0.027630921453237534,Medium,Low,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.3,Work with customers to learn about problems they are trying to solve.,0.8349902629852295,0.21889588236808777,4.0,0.07785117626190186,Medium,Medium,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.4,Analyze service and business metrics.,0.8387938737869263,0.24373912811279297,3.7416573867739413,0.06429078429937363,Medium,Medium,High,Low
0.responsibilities.4,"Achieved over 40% centralization of tasks to an offshore team in India, optimizing resource allocation.",2.other.5,"Write PRFAQs, Business Requirement Documents, and iterate on product decisions with Science and Technical teams.",0.845867395401001,0.19744475185871124,4.58257569495584,0.010990620590746403,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",0.pie_in_the_sky.0,"10+ years of product or program management, product marketing, business development or technology experience",0.8262299299240112,0.1836012601852417,5.196152422706632,0.005718753673136234,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",0.pie_in_the_sky.1,6+ years of team management experience,0.8315404057502747,0.18682923913002014,4.242640687119285,0.0027407954912632704,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.8489269614219666,0.2517088055610657,4.795831523312719,0.03201505169272423,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.1,"Work with customers, partners, and operational stakeholders to prioritize roadmap features.",0.8423659801483154,0.20638740062713623,4.69041575982343,0.11441957205533981,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.2,Collaborate with GenAI scientists to improve the performance of our models.,0.8406985998153687,0.30459657311439514,4.47213595499958,0.023497648537158966,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.3,Work with customers to learn about problems they are trying to solve.,0.8366190791130066,0.14449477195739746,4.47213595499958,0.035014621913433075,Medium,Low,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.4,Analyze service and business metrics.,0.8345577716827393,0.27410441637039185,4.242640687119285,0.027368467301130295,Medium,Medium,Medium,Low
0.responsibilities.5,"Developed Python tools to automate and accelerate internal processes, cutting report preparation and data analysis time by over 40%.",2.other.5,"Write PRFAQs, Business Requirement Documents, and iterate on product decisions with Science and Technical teams.",0.8402298092842102,0.3310564160346985,5.0,0.00839573796838522,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",0.pie_in_the_sky.0,"10+ years of product or program management, product marketing, business development or technology experience",0.8244682550430298,0.27559977769851685,7.280109889280518,0.013259832747280598,Medium,Medium,Low,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",0.pie_in_the_sky.1,6+ years of team management experience,0.8212120532989502,0.24670246243476868,6.48074069840786,0.002013765973970294,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.8415209650993347,0.2500225603580475,6.855654600401044,0.01967688463628292,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.1,"Work with customers, partners, and operational stakeholders to prioritize roadmap features.",0.8353224396705627,0.35750651359558105,6.928203230275509,0.037259217351675034,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.2,Collaborate with GenAI scientists to improve the performance of our models.,0.8386526703834534,0.25761061906814575,6.782329983125268,0.0049947574734687805,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.3,Work with customers to learn about problems they are trying to solve.,0.8289171457290649,0.2920208275318146,6.782329983125268,0.023723235353827477,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.4,Analyze service and business metrics.,0.8305379152297974,0.39646053314208984,6.6332495807108,0.39613664150238037,Medium,Medium,Medium,Medium
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.5,"Write PRFAQs, Business Requirement Documents, and iterate on product decisions with Science and Technical teams.",0.8396239280700684,0.2541724443435669,7.14142842854285,0.0012217818293720484,Medium,Medium,Low,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",0.pie_in_the_sky.0,"10+ years of product or program management, product marketing, business development or technology experience",0.8088465332984924,0.29102465510368347,6.0,0.014705192297697067,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",0.pie_in_the_sky.1,6+ years of team management experience,0.7936087846755981,0.30685409903526306,5.196152422706632,0.002172047272324562,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.8241353631019592,0.45941561460494995,5.656854249492381,0.2901344895362854,Medium,Medium,Medium,Medium
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.1,"Work with customers, partners, and operational stakeholders to prioritize roadmap features.",0.8281294703483582,0.4545777440071106,5.5677643628300215,0.039974864572286606,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.2,Collaborate with GenAI scientists to improve the performance of our models.,0.8183420896530151,0.3545163571834564,5.385164807134504,0.0017009865259751678,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.3,Work with customers to learn about problems they are trying to solve.,0.8065134882926941,0.34451308846473694,5.385164807134504,0.006641538348048925,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.4,Analyze service and business metrics.,0.8038227558135986,0.3079250156879425,5.196152422706632,0.019904736429452896,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.5,"Write PRFAQs, Business Requirement Documents, and iterate on product decisions with Science and Technical teams.",0.8228888511657715,0.4152384400367737,5.656854249492381,0.004961203783750534,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",0.pie_in_the_sky.0,"10+ years of product or program management, product marketing, business development or technology experience",0.8388732671737671,0.3914835453033447,4.47213595499958,0.0273752324283123,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",0.pie_in_the_sky.1,6+ years of team management experience,0.8252109885215759,0.31876423954963684,3.872983346207417,0.0015131389955058694,Medium,Medium,High,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.8480143547058105,0.2693869471549988,4.69041575982343,0.08905116468667984,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.1,"Work with customers, partners, and operational stakeholders to prioritize roadmap features.",0.8472240567207336,0.29185760021209717,4.58257569495584,0.05587867274880409,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.2,Collaborate with GenAI scientists to improve the performance of our models.,0.8213744163513184,0.05384688079357147,4.358898943540674,0.05451108515262604,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.3,Work with customers to learn about problems they are trying to solve.,0.8194884061813354,0.3196522891521454,4.358898943540674,0.04914657771587372,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.4,Analyze service and business metrics.,0.834058403968811,0.27231135964393616,3.872983346207417,0.28425803780555725,Medium,Medium,High,Medium
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.5,"Write PRFAQs, Business Requirement Documents, and iterate on product decisions with Science and Technical teams.",0.8445266485214233,0.29861369729042053,4.69041575982343,0.011224579066038132,Medium,Medium,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",0.pie_in_the_sky.0,"10+ years of product or program management, product marketing, business development or technology experience",0.8241533637046814,0.3080340027809143,4.58257569495584,0.030826808884739876,Medium,Medium,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",0.pie_in_the_sky.1,6+ years of team management experience,0.829037070274353,0.37682193517684937,3.1622776601683795,0.004312627483159304,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.8496520519256592,0.2930262088775635,3.872983346207417,0.03982459753751755,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.1,"Work with customers, partners, and operational stakeholders to prioritize roadmap features.",0.8345181941986084,0.18975162506103516,4.0,0.02755364589393139,Medium,Low,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.2,Collaborate with GenAI scientists to improve the performance of our models.,0.8248684406280518,0.33472198247909546,3.7416573867739413,0.0010336132254451513,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.3,Work with customers to learn about problems they are trying to solve.,0.8204196095466614,0.19157257676124573,3.7416573867739413,0.00947296991944313,Medium,Low,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.4,Analyze service and business metrics.,0.8278148174285889,0.1266365349292755,3.4641016151377544,0.0022509873379021883,Medium,Low,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.5,"Write PRFAQs, Business Requirement Documents, and iterate on product decisions with Science and Technical teams.",0.8371124267578125,0.23052120208740234,4.358898943540674,0.008424108847975731,Medium,Medium,Medium,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,0.pie_in_the_sky.0,"10+ years of product or program management, product marketing, business development or technology experience",0.8546805381774902,0.27063116431236267,4.47213595499958,0.003914057742804289,High,Medium,Medium,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,0.pie_in_the_sky.1,6+ years of team management experience,0.8555616736412048,0.28551581501960754,3.3166247903554,0.0005850281449966133,High,Medium,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.9027243852615356,0.563490629196167,4.0,0.0007672462379559875,High,High,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,2.other.1,"Work with customers, partners, and operational stakeholders to prioritize roadmap features.",0.8821926116943359,0.4007374346256256,4.123105625617661,0.03727958723902702,High,Medium,Medium,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,2.other.2,Collaborate with GenAI scientists to improve the performance of our models.,0.8794259428977966,0.29730045795440674,3.872983346207417,0.016478881239891052,High,Medium,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,2.other.3,Work with customers to learn about problems they are trying to solve.,0.8676344156265259,0.2906094789505005,3.872983346207417,0.060106463730335236,High,Medium,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,2.other.4,Analyze service and business metrics.,0.8586360216140747,0.2100226879119873,3.605551275463989,0.0393112450838089,High,Medium,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,2.other.5,"Write PRFAQs, Business Requirement Documents, and iterate on product decisions with Science and Technical teams.",0.8813352584838867,0.3346618413925171,4.47213595499958,0.009098145179450512,High,Medium,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",0.pie_in_the_sky.0,"10+ years of product or program management, product marketing, business development or technology experience",0.8254292011260986,0.29879871010780334,4.795831523312719,0.014903264120221138,Medium,Medium,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",0.pie_in_the_sky.1,6+ years of team management experience,0.8075401782989502,0.20169852674007416,4.0,0.003040220821276307,Medium,Medium,High,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.8245800137519836,0.31778910756111145,4.795831523312719,0.01524374820291996,Medium,Medium,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",2.other.1,"Work with customers, partners, and operational stakeholders to prioritize roadmap features.",0.8185642957687378,0.3167031407356262,4.69041575982343,0.01248942594975233,Medium,Medium,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",2.other.2,Collaborate with GenAI scientists to improve the performance of our models.,0.8129571080207825,0.184026300907135,4.47213595499958,0.0016566211124882102,Medium,Low,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",2.other.3,Work with customers to learn about problems they are trying to solve.,0.7977761626243591,0.31706854701042175,4.47213595499958,0.024819476529955864,Medium,Medium,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",2.other.4,Analyze service and business metrics.,0.8161274194717407,0.28433918952941895,4.242640687119285,0.06319225579500198,Medium,Medium,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",2.other.5,"Write PRFAQs, Business Requirement Documents, and iterate on product decisions with Science and Technical teams.",0.8215650916099548,0.326664537191391,5.0,0.002977031283080578,Medium,Medium,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",0.pie_in_the_sky.0,"10+ years of product or program management, product marketing, business development or technology experience",0.8278812170028687,0.16066570580005646,4.898979485566356,0.013469538651406765,Medium,Low,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",0.pie_in_the_sky.1,6+ years of team management experience,0.8417629599571228,0.2637663781642914,3.605551275463989,0.001045788056217134,Medium,Medium,High,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",2.other.0,Lead a cross-functional team defining product and program requirements across the company.,0.867992639541626,0.292574018239975,4.242640687119285,0.006948005873709917,High,Medium,Medium,Low
